MISMATCH,Channel,Date,Start Time,Program Name - protrack,Nola Episode - protrack,Program Name - pbs,Nola Episode - pbs,Episode Name - pbs,Description - pbs
,9.1,2025-03-28,17:00:00,Bbc News America,#1055,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-28,17:30:00,Bbc News The Context,#1055,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-28,18:00:00,The Pbs News Hour,#14695,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
,9.1,2025-03-28,19:00:00,Washington Week with the Atlantic,#6439,Washington Week With The Atlantic,,,"Jeffrey Goldberg, editor in chief of The Atlantic, moderates a panel of journalists who report and provide analysis on the major stories emanating from the United States capital. Having first aired in 1967, ""Washington Week"" is the longest-running prime-time news and public affairs program on television. The series has been recognized for its journalism excellence with many honors, including a 2008 Peabody Award."
,9.1,2025-03-28,19:30:00,Firing Line with Margaret Hoover,#839,Firing Line With Margaret Hoover,,,Margaret Hoover leads interviews and debates.
YES,9.1,2025-03-28,20:00:00,Jacqueline Du Pre: Genius and Tragedy,#0,Jacqueline du Pré: Genius and Tragedy,,,The life and career of cellist Jacqueline du Pré and why affection for her playing has remained strong nearly 40 years after her death.
YES,9.1,2025-03-28,21:30:00,A Hymn for Peace: The Ukrainian Freedom Orchestra,,A Hymn for Peace: The Ukrainian Freedom Orchestra Performs Beethoven's Ninth Symphony,,,The Ukrainian Freedom Orchestra performs Beethoven's Ninth Symphony at the Teatr Wielki in Warsaw to market the third anniversary of the Russian invasion of Ukraine.
,9.1,2025-03-28,23:00:00,Austin City Limits,#5006,Austin City Limits,#5006,Jelly Roll; The War and Treaty,"This long-running concert series features artists from every musical genre in a live-music setting. Originally created to shine a spotlight on original Texas music, the show has expanded its boundaries to encompass a wide range of styles and artists, featuring notables such as Pearl Jam, Elvis Costello, Johnny Cash and Neil Young."
,9.1,2025-03-29,00:00:00,Amanpour and Company,#7195,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
YES,9.1,2025-03-29,01:00:00,Jacqueline Du Pre: Genius and Tragedy,#0,Jacqueline du Pré: Genius and Tragedy,,,The life and career of cellist Jacqueline du Pré and why affection for her playing has remained strong nearly 40 years after her death.
YES,9.1,2025-03-29,02:30:00,A Hymn for Peace: The Ukrainian Freedom Orchestra,,A Hymn for Peace: The Ukrainian Freedom Orchestra Performs Beethoven's Ninth Symphony,,,The Ukrainian Freedom Orchestra performs Beethoven's Ninth Symphony at the Teatr Wielki in Warsaw to market the third anniversary of the Russian invasion of Ukraine.
,9.1,2025-03-29,04:00:00,On The Record,#810,On the Record,,,"Interviews with key players in San Antonio politics, business, and community activism. Each week also includes a roundtable discussion with local journalists who keep a pulse on important issues impacting the city."
,9.1,2025-03-29,04:30:00,The San Antonio Files,#108,The San Antonio Files,,,
,9.1,2025-03-29,05:00:00,Happy Yoga with Sarah Starr,#305,Happy Yoga With Sarah Starr,#305,Serene Tide Pools,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-29,05:30:00,Classical Stretch: By Essentrics,#1524,Classical Stretch: By Essentrics,,Hamstring Stretch,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-29,06:00:00,Wild Kratts,#140,Wild Kratts,#140,Raptor Round Up,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-29,06:30:00,Alma's Way,#206,Alma's Way,#206,Mofongo on the Go; Alma Scoots Around,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-29,07:00:00,Lyla in the Loop,#125,Lyla in the Loop,#125,"Runaway Tarantula; Rainy Day, Indoor Play",Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-29,07:30:00,Carl The Collector,#111,Carl the Collector,#111,A Forrest of Plans; The Marble Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-29,08:00:00,Fons & Porter's Love of Quilting,#4113,Fons & Porter's Love of Quilting,#4113,Sweet Happy Homes,"Hosts Sara Gallegos and Angela Huffman work with guests to explore quilting ideas, both old and new, in this series from Iowa Public Television. Whether a beginner or an expert, quilters of all levels will learn something from the tips, techniques and designs featured on this show. Segments from the series include two quilts that feature a diagonally set log cabin design, a small quilt constructed with English paper piecing, a breakdown of a medallion-style quilt into simple lessons, and how to resize a quilt block into larger and smaller versions."
,9.1,2025-03-29,08:30:00,Fit 2 Stitch,#1310,Fit 2 Stitch,,Zipper Installation,"Concentrating on design, fit and stitching, this series hosted by Peggy Sagers offers sewing tips for anyone who has a desire to fit and sew clothing. Episodes focus on the rules of making patterns and how they apply to preparing a garment for stitching. Projects range from ones that require just a single stitch to more elaborate items such as pants, sleeves, tank tops and wrap dresses. Other segments include how to make a cape, use zippers and sew a half-circle skirt."
,9.1,2025-03-29,09:00:00,Samantha Brown's Places to Love,#810,Samantha Brown's Places to Love,,Route 66 -- Oklahoma City to Texas,"Samantha Brown explores the emotional heart of travel and the people who change, challenge and strengthen a destination."
YES,9.1,2025-03-29,09:30:00,Daytripper,#1504,The Daytripper,#1504,Eastland/Cisco,"This six-time Emmy Award-winning travel series centers on one-day adventures exploring the food, culture and history of Texas towns. From Abilene to Wimberley, host Chet Garner covers well-known landmarks as well as obscure dives and hideaways all throughout the Lone Star state. Some destinations include the National Museum of the Pacific War in Fredericksburg; Texas Motor Speedway in Fort Worth; a mountaintop classroom in Alpine, Texas; Big Bend National Park; and a visit to the oldest deli in Texas."
,9.1,2025-03-29,10:00:00,Outside: Beyond The Lens,#108,Outside: Beyond the Lens,#108,Grasslands,Exploring America's national parks and scenic wonders around the world.
,9.1,2025-03-29,10:30:00,Rick Steves' Europe,#1205,Rick Steves' Europe,#1205,Rick Steves' Europe: Art of the Early Middle Ages,"Rick Steves' guidebooks, public-radio program and numerous television series have made him an essential resource for travelers wishing to explore Europe. This program finds the knowledgeable host offering globetrotters a fresh perspective on lodgings, transportation and places to visit on their journeys. One thing that hasn't changed, however, is Steves' belief that travelers should become ""temporary locals,"" exploring not only major cities and the usual sites, but out-of-the-way locales that often produce the most authentic, and enjoyable, experiences of a trip."
,9.1,2025-03-29,11:00:00,Christopher Kimball's Milk Street Television,#801,Christopher Kimball's Milk Street Television,#801,New Bistro Classics,Christopher Kimball demonstrates a bolder yet simpler way of preparing food.
,9.1,2025-03-29,11:30:00,Milk Street's My Family Recipe,#109,Milk Street's My Family Recipe,#109,My Mother's Calzone,"With a combination of historical context and modern culinary know-how, chefs Christopher Kimball and Cheryl Day help home cooks recreate lost or forgotten cherished family recipes."
,9.1,2025-03-29,12:00:00,Christina Cooks: Back to the Cutting Board,#211,Christina Cooks: Back to the Cutting Board,#211,Essential Plant Proteins,"Healthy, fresh Italian and Mediterranean recipes from Christina Pirello."
YES,9.1,2025-03-29,12:30:00,Key Ingredient with Sheri Castle,#208,The Key Ingredient with Sheri Castle,#208,Watermelon Vibes,Sheri Castle offers favorite recipes from her kitchen and the stories behind featured ingredients.
,9.1,2025-03-29,13:00:00,This Old House,#4617,This Old House,,Westford: Welcome to Westford,This Emmy-winning home-improvement series takes the mystery and fright factors out of remodeling and carpentry chores.
,9.1,2025-03-29,13:30:00,Ask This Old House,#2317,Ask This Old House,,Outdoor Shower,"Created by viewer demand, the series is a spinoff of ""This Old House"" and answers specific remodeling questions that viewers send in. The cast includes host Kevin O'Connor, general contractor Tom Silva, heating/plumbing master Richard Trethewey and landscaper Roger Cook, who spend the hour focusing on various topics for the do-it-yourself homeowner."
YES,9.1,2025-03-29,14:00:00,America's Test Kitchen,#1914,America's Test Kitchen From Cook's Illustrated,#1914,Spring Dinner for Company,"Bridget Lancaster and Julia Collin Davison host a look inside America's Test Kitchen, which features a team of experts who check out the latest in cooking utensils, ingredients and cooking techniques. Whether they're trying to make the perfect roasted chicken with crispy skin or examining the science behind cooking with baking powder, team members try to offer unbiased and useful tips that can save viewers money, time and effort in their own kitchens. The basic team is frequently joined by other test cooks, as well as blind-taste judges."
,9.1,2025-03-29,14:30:00,Cook's Country,#1506,Cook's Country,#1506,Thai Comforts,"Hosts Bridget Lancaster and Julia Collin Davison offer a practical, no-nonsense and scientific approach to making a wide range of American recipes, from barbecue chicken thighs to Mississippi mud pie to parmesan potatoes. The hosts are joined by test cooks Ashley Moore, Bryan Roof, Christie Morrison, Lawman Johnson, and Natalie Estrada. Episodes include equipment recommendations for the home cook, taste tests and origins for new recipes such as Southern-style smothered chicken, grilled bourbon steaks and many more."
,9.1,2025-03-29,15:00:00,Lidia's Kitchen,#1220,Lidia's Kitchen,#1220,Know Your Cheese,"Daytime Emmy-winning chef Lidia Bastianich prepares simple, seasonal and economical dishes in this 26-episode series presented by WGBH. With tips and techniques collected over the years, Lidia prepares everything from apple cider-braised pork shoulder and salmon with mustard sauce to lentil country salad and Grandma Rosa's apple cake. Lidia's passion for cooking shines in every episode, where she teaches viewers how to draw on their own roots to create a sense of home in the kitchen."
